Date,Apple Stand Hour (count),Apple Stand Time (min),Headphone Audio Exposure (dBASPL),Step Count (count),Walking + Running Distance (km),Walking Asymmetry Percentage (%),Walking Speed (km/hr),Walking Step Length (cm) 
2018-01-05 00:00:00,,,,3890,2.45,,, 
2018-01-06 00:00:00,,,,1064,0.629,,, 
2018-01-07 00:00:00,,,,241,0.167,,, 
2018-01-08 00:00:00,,,,5668,3.11,,, 
2018-01-09 00:00:00,,,,7844,4.67,,, 
2018-01-10 00:00:00,,,,4999,2.99,,, 
2018-01-11 00:00:00,,,,5128,2.87,,, 
2018-01-12 00:00:00,,,,7667,4.78,,, 
2018-01-13 00:00:00,,,,562,0.396,,, 
2018-01-14 00:00:00,,,,3942,2.2,,, 
2018-01-15 00:00:00,,,,4058,2.22,,, 
2018-01-16 00:00:00,,,,6294,3.44,,, 
2018-01-17 00:00:00,,,,3642,2.01,,, 
2018-01-18 00:00:00,,,,5945,3.58,,, 
2018-01-19 00:00:00,,,,6447,3.72,,, 
2018-01-20 00:00:00,,,,9192,5.67,,, 
2018-01-21 00:00:00,,,,3552,2.02,,, 
2018-01-22 00:00:00,,,,6415,3.65,,, 
2018-01-23 00:00:00,,,,8720,4.98,,, 
2018-01-24 00:00:00,,,,7131,3.87,,, 
2018-01-25 00:00:00,,,,6972,3.81,,, 
2018-01-26 00:00:00,,,,5740,3.19,,, 
2018-01-27 00:00:00,,,,351,0.252,,, 
2018-01-28 00:00:00,,,,245,0.162,,, 
2018-01-29 00:00:00,,,,4878,2.93,,, 
2018-01-30 00:00:00,,,,6684,3.76,,, 
2018-01-31 00:00:00,,,,4188,2.46,,, 
2018-02-01 00:00:00,,,,5149,3.08,,, 
2018-02-02 00:00:00,,,,10447,6.4,,, 
2018-02-03 00:00:00,,,,2003,1.28,,, 
2018-02-04 00:00:00,,,,4898,2.76,,, 
2018-02-05 00:00:00,,,,104,0.056,,, 
2018-02-06 00:00:00,,,,329,0.217,,, 
2018-02-07 00:00:00,,,,277,0.187,,, 
2018-02-08 00:00:00,,,,7963,4.39,,, 
2018-02-09 00:00:00,,,,4489,2.53,,, 
2018-02-10 00:00:00,,,,2628,1.56,,, 
2018-02-11 00:00:00,,,,2824,1.65,,, 
2018-02-12 00:00:00,,,,7115,4.17,,, 
2018-02-13 00:00:00,,,,7776,4.41,,, 
2018-02-14 00:00:00,,,,5272,3.23,,, 
2018-02-15 00:00:00,,,,6616,4.06,,, 
2018-02-16 00:00:00,,,,5508,3.09,,, 
2018-02-17 00:00:00,,,,7794,4.38,,, 
2018-02-18 00:00:00,,,,8367,4.82,,, 
2018-02-19 00:00:00,,,,10222,7.28,,, 
2018-02-20 00:00:00,,,,9694,6.73,,, 
2018-02-21 00:00:00,,,,13669,8.51,,, 
2018-02-22 00:00:00,,,,11275,7.66,,, 
2018-02-23 00:00:00,,,,10610,7,,, 
2018-02-24 00:00:00,,,,1535,0.777,,, 
2018-02-25 00:00:00,,,,21487,14.92,,, 
2018-02-26 00:00:00,,,,22793,15.91,,, 
2018-02-27 00:00:00,,,,29097,21.05,,, 
2018-02-28 00:00:00,,,,8033,4.73,,, 
2018-03-01 00:00:00,,,,8774,5.68,,, 
2018-03-02 00:00:00,,,,4661,2.72,,, 
2018-03-03 00:00:00,,,,7211,4.47,,, 
2018-03-04 00:00:00,,,,4269,2.54,,, 
2018-03-05 00:00:00,,,,8364,4.9,,, 
2018-03-06 00:00:00,,,,5583,3.34,,, 
2018-03-07 00:00:00,,,,6930,4.52,,, 
2018-03-08 00:00:00,,,,5566,3.36,,, 
2018-03-09 00:00:00,,,,6117,3.87,,, 
2018-03-10 00:00:00,,,,2080,1.27,,, 
2018-03-11 00:00:00,,,,2543,1.39,,, 
2018-03-12 00:00:00,,,,6019,3.76,,, 
2018-03-13 00:00:00,,,,6080,3.62,,, 
2018-03-14 00:00:00,,,,6823,3.93,,, 
2018-03-15 00:00:00,,,,6765,4.29,,, 
2018-03-16 00:00:00,,,,5611,3.08,,, 
2018-03-17 00:00:00,,,,3994,2.79,,, 
2018-03-18 00:00:00,,,,936,0.567,,, 
2018-03-19 00:00:00,,,,5870,3.52,,, 
2018-03-20 00:00:00,,,,7530,4.66,,, 
2018-03-21 00:00:00,,,,4842,3.17,,, 
2018-03-22 00:00:00,,,,5476,3.74,,, 
2018-03-23 00:00:00,,,,6541,4.22,,, 
2018-03-24 00:00:00,,,,3750,2.16,,, 
2018-03-25 00:00:00,,,,6115,3.75,,, 
2018-03-26 00:00:00,,,,5893,3.28,,, 
2018-03-27 00:00:00,,,,7881,5.08,,, 
2018-03-28 00:00:00,,,,5908,3.61,,, 
2018-03-29 00:00:00,,,,4588,2.57,,, 
2018-03-30 00:00:00,,,,5589,3.21,,, 
2018-03-31 00:00:00,,,,1684,1.05,,, 
2018-04-01 00:00:00,,,,4153,2.3,,, 
2018-04-02 00:00:00,,,,1013,0.595,,, 
2018-04-03 00:00:00,,,,8128,4.63,,, 
2018-04-04 00:00:00,,,,4543,2.63,,, 
2018-04-05 00:00:00,,,,4185,2.37,,, 
2018-04-06 00:00:00,,,,6153,3.53,,, 
2018-04-07 00:00:00,,,,6368,3.77,,, 
2018-04-08 00:00:00,,,,11061,6.97,,, 
2018-04-09 00:00:00,,,,5939,3.2,,, 
2018-04-10 00:00:00,,,,6661,3.58,,, 
2018-04-11 00:00:00,,,,3175,1.78,,, 
2018-04-12 00:00:00,,,,3904,2.23,,, 
2018-04-13 00:00:00,,,,7315,4.57,,, 
2018-04-14 00:00:00,,,,3373,2.02,,, 
2018-04-15 00:00:00,,,,376,0.243,,, 
2018-04-16 00:00:00,,,,8283,4.82,,, 
2018-04-17 00:00:00,,,,6113,3.64,,, 
2018-04-18 00:00:00,,,,7415,4.34,,, 
2018-04-19 00:00:00,,,,10348,5.96,,, 
2018-04-20 00:00:00,,,,960.76,0.544,,, 
2018-04-21 00:00:00,,,,5501,3.38,,, 
2018-04-22 00:00:00,,,,9052,5.07,,, 
2018-04-23 00:00:00,,,,6630,4.07,,, 
2018-04-24 00:00:00,,,,5362,3.02,,, 
2018-04-25 00:00:00,,,,7578,4.25,,, 
2018-04-26 00:00:00,,,,1759,1,,, 
2018-04-27 00:00:00,,,,1085,0.617,,, 
2018-04-28 00:00:00,,,,3871,2.1,,, 
2018-04-29 00:00:00,,,,3261,1.8,,, 
2018-04-30 00:00:00,,,,7153,4.02,,, 
2018-05-01 00:00:00,,,,603,0.36,,, 
2018-05-02 00:00:00,,,,3050,1.74,,, 
2018-05-03 00:00:00,,,,4126,2.34,,, 
2018-05-04 00:00:00,,,,5652,3.15,,, 
2018-05-05 00:00:00,,,,5791,3.64,,, 
2018-05-06 00:00:00,,,,4394,2.54,,, 
2018-05-07 00:00:00,,,,5969,3.28,,, 
2018-05-08 00:00:00,,,,4292,2.41,,, 
2018-05-09 00:00:00,,,,4488,2.67,,, 
2018-05-10 00:00:00,,,,4804,2.75,,, 
2018-05-11 00:00:00,,,,3807,2.13,,, 
2018-05-12 00:00:00,,,,5983,3.46,,, 
2018-05-13 00:00:00,,,,4469,2.84,,, 
2018-05-14 00:00:00,,,,7194,4.1,,, 
2018-05-15 00:00:00,,,,7568,4.3,,, 
2018-05-16 00:00:00,,,,7600,4.11,,, 
2018-05-17 00:00:00,,,,3973,2.27,,, 
2018-05-18 00:00:00,,,,4485,2.51,,, 
2018-05-19 00:00:00,,,,6669,3.86,,, 
2018-05-20 00:00:00,,,,3989,2.58,,, 
2018-05-21 00:00:00,,,,10264,5.13,,, 
2018-05-22 00:00:00,,,,8047,4.49,,, 
2018-05-23 00:00:00,,,,5563,3.23,,, 
2018-05-24 00:00:00,,,,5928,3.45,,, 
2018-05-25 00:00:00,,,,4229,2.71,,, 
2018-05-26 00:00:00,,,,9831,6.37,,, 
2018-05-27 00:00:00,,,,1611,0.957,,, 
2018-05-28 00:00:00,,,,6850,4.26,,, 
2018-05-29 00:00:00,,,,4080,2.37,,, 
2018-05-30 00:00:00,,,,4194,2.46,,, 
2018-05-31 00:00:00,,,,11811,7.07,,, 
2018-06-01 00:00:00,,,,7238,4.06,,, 
2018-06-02 00:00:00,,,,1981,1.24,,, 
2018-06-03 00:00:00,,,,3780,2.11,,, 
2018-06-04 00:00:00,,,,5320,2.96,,, 
2018-06-05 00:00:00,,,,11855,6.54,,, 
2018-06-06 00:00:00,,,,4868,2.84,,, 
2018-06-07 00:00:00,,,,5117,3.08,,, 
2018-06-08 00:00:00,,,,4541,2.79,,, 
2018-06-09 00:00:00,,,,6209,3.56,,, 
2018-06-10 00:00:00,,,,3875,2.41,,, 
2018-06-11 00:00:00,,,,1877,1.05,,, 
2018-06-12 00:00:00,,,,1964,1.18,,, 
2018-06-13 00:00:00,,,,876,0.522,,, 
2018-06-14 00:00:00,,,,7726,4.59,,, 
2018-06-15 00:00:00,,,,338,0.206,,, 
2018-06-16 00:00:00,,,,4547,2.79,,, 
2018-06-17 00:00:00,,,,126,0.077,,, 
2018-06-18 00:00:00,,,,5068,2.96,,, 
2018-06-19 00:00:00,,,,5912,3.19,,, 
2018-06-20 00:00:00,,,,4562,2.81,,, 
2018-06-21 00:00:00,,,,5894,3.18,,, 
2018-06-22 00:00:00,,,,5755,3.43,,, 
2018-06-23 00:00:00,,,,3964,2.25,,, 
2018-06-24 00:00:00,,,,3295,1.9,,, 
2018-06-25 00:00:00,,,,4383,2.61,,, 
2018-06-26 00:00:00,,,,10350,6.62,,, 
2018-06-27 00:00:00,,,,17602,10.45,,, 
2018-06-28 00:00:00,,,,12341,8.48,,, 
2018-06-29 00:00:00,,,,10694,6.51,,, 
2018-06-30 00:00:00,,,,6613,4.24,,, 
2018-07-01 00:00:00,,,,9866,7.41,,, 
2018-07-02 00:00:00,,,,16297,11.01,,, 
2018-07-03 00:00:00,,,,8233,5.61,,, 
2018-07-04 00:00:00,,,,5146,3.39,,, 
2018-07-05 00:00:00,,,,2697,1.84,,, 
2018-07-06 00:00:00,,,,12893,8.27,,, 
2018-07-07 00:00:00,,,,3431,2.02,,, 
2018-07-08 00:00:00,,,,3743,2.39,,, 
2018-07-09 00:00:00,,,,5289,3.18,,, 
2018-07-10 00:00:00,,,,2027,1.16,,, 
2018-07-11 00:00:00,,,,4397,2.98,,, 
2018-07-12 00:00:00,,,,4031,2.21,,, 
2018-07-13 00:00:00,,,,8698,5.35,,, 
2018-07-14 00:00:00,,,,6375,3.81,,, 
2018-07-15 00:00:00,,,,5925,3.71,,, 
2018-07-16 00:00:00,,,,5614,3.58,,, 
2018-07-17 00:00:00,,,,5964,3.63,,, 
2018-07-18 00:00:00,,,,14069,10.36,,, 
2018-07-19 00:00:00,,,,4832,3.39,,, 
2018-07-20 00:00:00,,,,9769,6.2,,, 
2018-07-21 00:00:00,,,,8375,4.76,,, 
2018-07-22 00:00:00,,,,4283,2.87,,, 
2018-07-23 00:00:00,,,,9223,5.03,,, 
2018-07-24 00:00:00,,,,3973,2.34,,, 
2018-07-25 00:00:00,,,,9149,5.69,,, 
2018-07-26 00:00:00,,,,7753,5.25,,, 
2018-07-27 00:00:00,,,,10142,6.93,,, 
2018-07-28 00:00:00,,,,6171,4.22,,, 
2018-07-29 00:00:00,,,,5686,3.34,,, 
2018-07-30 00:00:00,,,,4284,2.42,,, 
2018-07-31 00:00:00,,,,2671,1.79,,, 
2018-08-01 00:00:00,,,,15410,9.77,,, 
2018-08-02 00:00:00,,,,6734,3.73,,, 
2018-08-03 00:00:00,,,,2129,1.33,,, 
2018-08-04 00:00:00,,,,11692,6.99,,, 
2018-08-05 00:00:00,,,,2400,1.42,,, 
2018-08-06 00:00:00,,,,3963,2.16,,, 
2018-08-07 00:00:00,,,,21615,11.82,,, 
2018-08-08 00:00:00,,,,36330,19.87,,, 
2018-08-09 00:00:00,,,,29516,16.27,,, 
2018-08-10 00:00:00,,,,12082,6.6,,, 
2018-08-11 00:00:00,,,,33333,17.87,,, 
2018-08-12 00:00:00,,,,18849,10.32,,, 
2018-08-13 00:00:00,,,,11052,6.56,,, 
2018-08-14 00:00:00,,,,7903,4.64,,, 
2018-08-15 00:00:00,,,,7773,4.81,,, 
2018-08-16 00:00:00,,,,18547,11,,, 
2018-08-17 00:00:00,,,,20014,10.86,,, 
2018-08-18 00:00:00,,,,21403,11.74,,, 
2018-08-19 00:00:00,,,,15786,10.93,,, 
2018-08-20 00:00:00,,,,104,0.069,,, 
2018-08-21 00:00:00,,,,11036,6.43,,, 
2018-08-22 00:00:00,,,,18805,10.28,,, 
2018-08-23 00:00:00,,,,20777,11.23,,, 
2018-08-24 00:00:00,,,,23924,13.03,,, 
2018-08-25 00:00:00,,,,22747,12.49,,, 
2018-08-26 00:00:00,,,,12092,7.07,,, 
2018-08-27 00:00:00,,,,13654,7.69,,, 
2018-08-28 00:00:00,,,,14613,8.48,,, 
2018-08-29 00:00:00,,,,18686,10.24,,, 
2018-08-30 00:00:00,,,,10175,5.63,,, 
2018-08-31 00:00:00,,,,9946,5.67,,, 
2018-09-01 00:00:00,,,,508,0.307,,, 
2018-09-02 00:00:00,,,,561,0.348,,, 
2018-09-03 00:00:00,,,,5026,3.14,,, 
2018-09-04 00:00:00,,,,5337,3.1,,, 
2018-09-05 00:00:00,,,,5012,2.95,,, 
2018-09-06 00:00:00,,,,8908,5.1,,, 
2018-09-07 00:00:00,,,,4853,2.93,,, 
2018-09-08 00:00:00,,,,7423,4.68,,, 
2018-09-09 00:00:00,,,,1264,0.789,,, 
2018-09-10 00:00:00,,,,4276,2.7,,, 
2018-09-11 00:00:00,,,,4752,2.88,,, 
2018-09-12 00:00:00,,,,4764,2.7,,, 
2018-09-13 00:00:00,,,,4588,3.1,,, 
2018-09-14 00:00:00,,,,5139,3.08,,, 
2018-09-15 00:00:00,,,,4376,2.51,,, 
2018-09-16 00:00:00,,,,877,0.556,,, 
2018-09-17 00:00:00,,,,5297,3.44,,, 
2018-09-18 00:00:00,,,,5004,3.19,,, 
2018-09-19 00:00:00,,,,5704,3.72,,, 
2018-09-20 00:00:00,,,,6865,4.38,,, 
2018-09-21 00:00:00,,,,5444,3.21,,, 
2018-09-22 00:00:00,,,,5188,2.82,,, 
2018-09-23 00:00:00,,,,4632,4.33,,, 
2018-09-24 00:00:00,,,,5293,3.29,,, 
2018-09-25 00:00:00,,,,5462,3.3,,, 
2018-09-26 00:00:00,,,,5194,3.3,,, 
2018-09-27 00:00:00,,,,5331,3.25,,, 
2018-09-28 00:00:00,,,,4055,2.44,,, 
2018-09-29 00:00:00,,,,5062,3.03,,, 
2018-09-30 00:00:00,,,,5062,3.03,,, 
2018-10-01 00:00:00,,,,5062,3.03,,, 
2018-10-02 00:00:00,,,,5062,3.03,,, 
2018-10-03 00:00:00,,,,5062,3.03,,, 
2018-10-04 00:00:00,,,,5062,3.03,,, 
2018-10-05 00:00:00,,,,5062,3.03,,, 
2018-10-06 00:00:00,,,,5062,3.03,,, 
2018-10-07 00:00:00,,,,5062,3.03,,, 
2018-10-08 00:00:00,,,,5062,3.03,,, 
2018-10-09 00:00:00,,,,5062,3.03,,, 
2018-10-10 00:00:00,,,,5062,3.03,,, 
2018-10-11 00:00:00,,,,5202,3.1,,, 
2018-10-12 00:00:00,,,,6280,3.8,,, 
2018-10-13 00:00:00,,,,4632,2.8,,, 
2018-10-14 00:00:00,,,,4632,2.8,,, 
2018-10-15 00:00:00,,,,4632,2.8,,, 
2018-10-16 00:00:00,,,,6146,3.54,,, 
2018-10-17 00:00:00,,,,4837,3.28,,, 
2018-10-18 00:00:00,,,,5901,3.76,,, 
2018-10-19 00:00:00,,,,5901,3.76,,, 
2018-10-20 00:00:00,,,,5901,3.76,,, 
2018-10-21 00:00:00,,,,5901,3.76,,, 
2018-10-22 00:00:00,,,,5901,3.76,,, 
2018-10-23 00:00:00,,,,5901,3.76,,, 
2018-10-24 00:00:00,,,,5901,3.76,,, 
2018-10-25 00:00:00,,,,5554,3.59,,, 
2018-10-26 00:00:00,,,,3349,2.12,,, 
2018-10-27 00:00:00,,,,3349,2.12,,, 
2018-10-28 00:00:00,,,,3489,2.21,,, 
2018-10-29 00:00:00,,,,3349,2.12,,, 
2018-10-30 00:00:00,,,,2959,1.88,,, 
2018-10-31 00:00:00,,,,1717,1.07,,, 
2018-11-01 00:00:00,,,,5087,3.09,,, 
2018-11-02 00:00:00,,,,5087,3.09,,, 
2018-11-03 00:00:00,,,,5087,3.09,,, 
2018-11-04 00:00:00,,,,5087,3.09,,, 
2018-11-05 00:00:00,,,,5087,3.09,,, 
2018-11-06 00:00:00,,,,5087,3.09,,, 
2018-11-07 00:00:00,,,,5087,3.09,,, 
2018-11-08 00:00:00,,,,5087,3.09,,, 
2018-11-09 00:00:00,,,,5087,3.09,,, 
2018-11-10 00:00:00,,,,5087,3.09,,, 
2018-11-11 00:00:00,,,,5087,3.09,,, 
2018-11-12 00:00:00,,,,5087,3.09,,, 
2018-11-13 00:00:00,,,,5087,3.09,,, 
2018-11-14 00:00:00,,,,6023,3.68,,, 
2018-11-15 00:00:00,,,,5006,3.1,,, 
2018-11-16 00:00:00,,,,5006,3.1,,, 
2018-11-17 00:00:00,,,,5006,3.1,,, 
2018-11-18 00:00:00,,,,5006,3.1,,, 
2018-11-19 00:00:00,,,,5006,3.1,,, 
2018-11-20 00:00:00,,,,5006,3.1,,, 
2018-11-21 00:00:00,,,,5006,3.1,,, 
2018-11-22 00:00:00,,,,5006,3.1,,, 
2018-11-23 00:00:00,,,,5006,3.1,,, 
2018-11-24 00:00:00,,,,5006,3.1,,, 
2018-11-25 00:00:00,,,,5006,3.1,,, 
2018-11-26 00:00:00,,,,5006,3.1,,, 
2018-11-27 00:00:00,,,,5927,3.46,,, 
2018-11-28 00:00:00,,,,4976,2.99,,, 
2018-11-29 00:00:00,,,,4456,2.86,,, 
2018-11-30 00:00:00,,,,8391,5.63,,, 
2018-12-01 00:00:00,,,,4688,2.72,,, 
2018-12-02 00:00:00,,,,563,0.346,,, 
2018-12-03 00:00:00,,,,4758,2.81,,, 
2018-12-04 00:00:00,,,,5363,3.07,,, 
2018-12-05 00:00:00,,,,5620,3.32,,, 
2018-12-06 00:00:00,,,,4315,2.73,,, 
2018-12-07 00:00:00,,,,6032,3.92,,, 
2018-12-08 00:00:00,,,,5471,3.5,,, 
2018-12-09 00:00:00,,,,734.2,0.461,,, 
2018-12-10 00:00:00,,,,4645,2.59,,, 
2018-12-11 00:00:00,,,,5048,3.06,,, 
2018-12-12 00:00:00,,,,5317,3.22,,, 
2018-12-13 00:00:00,,,,4706,2.8,,, 
2018-12-14 00:00:00,,,,9645,6.32,,, 
2018-12-15 00:00:00,,,,3719,2.15,,, 
2018-12-16 00:00:00,,,,659,0.446,,, 
2018-12-17 00:00:00,,,,4299,2.33,,, 
2018-12-18 00:00:00,,,,7287,4.41,,, 
2018-12-19 00:00:00,,,,4873,2.75,,, 
2018-12-20 00:00:00,,,,4754,2.95,,, 
2018-12-21 00:00:00,,,,8703,5.57,,, 
2018-12-22 00:00:00,,,,8696,5.97,,, 
2018-12-23 00:00:00,,,,2519,1.41,,, 
2018-12-24 00:00:00,,,,7899,5.06,,, 
2018-12-25 00:00:00,,,,7300,5.11,,, 
2018-12-26 00:00:00,,,,6725,4.71,,, 
2018-12-27 00:00:00,,,,5812,3.91,,, 
2018-12-28 00:00:00,,,,7989,5.47,,, 
2018-12-29 00:00:00,,,,6603,4.77,,, 
2018-12-30 00:00:00,,,,5441,3.6,,, 
2018-12-31 00:00:00,,,,3779,2.45,,, 
2019-01-01 00:00:00,,,,2227,1.36,,, 
2019-01-02 00:00:00,,,,3019,1.83,,, 
2019-01-03 00:00:00,,,,1894,1.37,,, 
2019-01-04 00:00:00,,,,2149,1.5,,, 
2019-01-05 00:00:00,,,,5458,2.95,,, 
2019-01-06 00:00:00,,,,1724,1.16,,, 
2019-01-07 00:00:00,,,,4735,2.68,,, 
2019-01-08 00:00:00,,,,5260,3.08,,, 
2019-01-09 00:00:00,,,,4615,2.77,,, 
2019-01-10 00:00:00,,,,4832,2.81,,, 
2019-01-11 00:00:00,,,,6122,3.67,,, 
2019-01-12 00:00:00,,,,4371,2.3,,, 
2019-01-13 00:00:00,,,,1627,0.935,,, 
2019-01-14 00:00:00,,,,4027,2.36,,, 
2019-01-15 00:00:00,,,,6414,3.94,,, 
2019-01-16 00:00:00,,,,4979,3.07,,, 
2019-01-17 00:00:00,,,,5533,3.47,,, 
2019-01-18 00:00:00,,,,5403,3.15,,, 
2019-01-19 00:00:00,,,,6084,3.32,,, 
2019-01-20 00:00:00,,,,297,0.194,,, 
2019-01-21 00:00:00,,,,4731,2.72,,, 
2019-01-22 00:00:00,,,,5543,3.46,,, 
2019-01-23 00:00:00,,,,4945,3.1,,, 
2019-01-24 00:00:00,,,,3128,1.93,,, 
2019-01-25 00:00:00,,,,5520,3.43,,, 
2019-01-26 00:00:00,,,,8167,4.48,,, 
2019-01-27 00:00:00,,,,1563,1,,, 
2019-01-28 00:00:00,,,,4622,2.89,,, 
2019-01-29 00:00:00,,,,2253,1.32,,, 
2019-01-30 00:00:00,,,,6119,3.65,,, 
2019-01-31 00:00:00,,,,4705,2.84,,, 
2019-02-01 00:00:00,,,,4850,2.97,,, 
2019-02-02 00:00:00,,,,4913,2.88,,, 
2019-02-03 00:00:00,,,,263,0.182,,, 
2019-02-04 00:00:00,,,,4019,2.84,,, 
2019-02-05 00:00:00,,,,6248,4.08,,, 
2019-02-06 00:00:00,,,,5127,3.1,,, 
2019-02-07 00:00:00,,,,6543,3.81,,, 
2019-02-08 00:00:00,,,,5891,3.29,,, 
2019-02-09 00:00:00,,,,1736,0.959,,, 
2019-02-10 00:00:00,,,,285,0.168,,, 
2019-02-11 00:00:00,,,,5385,3.21,,, 
2019-02-12 00:00:00,,,,2199,1.38,,, 
2019-02-13 00:00:00,,,,5252,3.21,,, 
2019-02-14 00:00:00,,,,4718,2.86,,, 
2019-02-15 00:00:00,,,,5506,3.06,,, 
2019-02-16 00:00:00,,,,2420,1.41,,, 
2019-02-17 00:00:00,,,,414,0.285,,, 
2019-02-18 00:00:00,,,,7294,4.72,,, 
2019-02-19 00:00:00,,,,6584,4.02,,, 
2019-02-20 00:00:00,,,,7637,4.81,,, 
2019-02-21 00:00:00,,,,6816,3.83,,, 
2019-02-22 00:00:00,,,,6208,3.61,,, 
2019-02-23 00:00:00,,,,6350,3.6,,, 
2019-02-24 00:00:00,,,,1956,1.18,,, 
2019-02-25 00:00:00,,,,4633,2.77,,, 
2019-02-26 00:00:00,,,,8382,5.31,,, 
2019-02-27 00:00:00,,,,3905,2.55,,, 
2019-02-28 00:00:00,,,,7593,4.29,,, 
2019-03-01 00:00:00,,,,2010,1.31,,, 
2019-03-02 00:00:00,,,,1890,1.12,,, 
2019-03-03 00:00:00,,,,1025,0.644,,, 
2019-03-04 00:00:00,,,,4677,3.95,,, 
2019-03-05 00:00:00,,,,3258,2.04,,, 
2019-03-06 00:00:00,,,,6174,3.47,,, 
2019-03-07 00:00:00,,,,2501,1.5,,, 
2019-03-08 00:00:00,,,,3521,2.26,,, 
2019-03-09 00:00:00,,,,5690,3.27,,, 
2019-03-10 00:00:00,,,,2509,1.34,,, 
2019-03-11 00:00:00,,,,3942,2.24,,, 
2019-03-12 00:00:00,,,,1815,1.09,,, 
2019-03-13 00:00:00,,,,6339,4,,, 
2019-03-14 00:00:00,,,,4728,2.91,,, 
2019-03-15 00:00:00,,,,5808,3.71,,, 
2019-03-16 00:00:00,,,,4365,2.54,,, 
2019-03-17 00:00:00,,,,1197,0.727,,, 
2019-03-18 00:00:00,,,,6890,4.02,,, 
2019-03-19 00:00:00,,,,8125,4.9,,, 
2019-03-20 00:00:00,,,,5642,3.46,,, 
2019-03-21 00:00:00,,,,6334,3.47,,, 
2019-03-22 00:00:00,,,,7726,4.21,,, 
2019-03-23 00:00:00,,,,10091,6.44,,, 
2019-03-24 00:00:00,,,,836,0.506,,, 
2019-03-25 00:00:00,,,,5760,3.37,,, 
2019-03-26 00:00:00,,,,5383,3.3,,, 
2019-03-27 00:00:00,,,,5717,3.56,,, 
2019-03-28 00:00:00,,,,7900,4.53,,, 
2019-03-29 00:00:00,,,,5636,3.33,,, 
2019-03-30 00:00:00,,,,9916,5.57,,, 
2019-03-31 00:00:00,,,,216,0.154,,, 
2019-04-01 00:00:00,,,,5713,3.32,,, 
2019-04-02 00:00:00,,,,6742,4.13,,, 
2019-04-03 00:00:00,,,,5903,3.79,,, 
2019-04-04 00:00:00,,,,5424,3.23,,, 
2019-04-05 00:00:00,,,,5359,3.08,,, 
2019-04-06 00:00:00,,,,5859,3.24,,, 
2019-04-07 00:00:00,,,,845,0.581,,, 
2019-04-08 00:00:00,,,,7016,4.19,,, 
2019-04-09 00:00:00,,,,3364,2.13,,, 
2019-04-10 00:00:00,,,,6768,4.37,,, 
2019-04-11 00:00:00,,,,7277,4.15,,, 
2019-04-12 00:00:00,,,,5746,3.27,,, 
2019-04-13 00:00:00,,,,2817,1.54,,, 
2019-04-14 00:00:00,,,,1387,0.905,,, 
2019-04-15 00:00:00,,,,7714,5,,, 
2019-04-16 00:00:00,,,,6065,3.88,,, 
2019-04-17 00:00:00,,,,8165,5.16,,, 
2019-04-18 00:00:00,,,,5412,3.2,,, 
2019-04-19 00:00:00,,,,7635,4.74,,, 
2019-04-20 00:00:00,,,,4431,2.91,,, 
2019-04-21 00:00:00,,,,11110,6.16,,, 
2019-04-22 00:00:00,,,,23916,13.03,,, 
2019-04-23 00:00:00,,,,6326,3.47,,, 
2019-04-24 00:00:00,,,,2630,1.68,,, 
2019-04-25 00:00:00,,,,6590,3.73,,, 
2019-04-26 00:00:00,,,,3149,2.02,,, 
2019-04-27 00:00:00,,,,3257,2.04,,, 
2019-04-28 00:00:00,,,,763,0.516,,, 
2019-04-29 00:00:00,,,,1065,0.67,,, 
2019-04-30 00:00:00,,,,6428,3.69,,, 
2019-05-01 00:00:00,,,,2822,1.53,,, 
2019-05-02 00:00:00,,,,2053,1.22,,, 
2019-05-03 00:00:00,,,,395,0.263,,, 
2019-05-04 00:00:00,,,,4747,2.8,,, 
2019-05-05 00:00:00,,,,640,0.437,,, 
2019-05-06 00:00:00,,,,7776,4.82,,, 
2019-05-07 00:00:00,,,,8999,5.72,,, 
2019-05-08 00:00:00,,,,1273,0.715,,, 
2019-05-09 00:00:00,,,,5377,3.22,,, 
2019-05-10 00:00:00,,,,7510,4.61,,, 
2019-05-11 00:00:00,,,,3082,1.83,,, 
2019-05-12 00:00:00,,,,800,0.564,,, 
2019-05-13 00:00:00,,,,5710,3.58,,, 
2019-05-14 00:00:00,,,,4866,2.84,,, 
2019-05-15 00:00:00,,,,6178,3.9,,, 
2019-05-16 00:00:00,,,,4412,2.78,,, 
2019-05-17 00:00:00,,,,6869,4.4,,, 
2019-05-18 00:00:00,,,,4264,2.42,,, 
2019-05-19 00:00:00,,,,547,0.366,,, 
2019-05-20 00:00:00,,,,7235,4.47,,, 
2019-05-21 00:00:00,,,,8391,5.44,,, 
2019-05-22 00:00:00,,,,6189,3.94,,, 
2019-05-23 00:00:00,,,,6484,4.03,,, 
2019-05-24 00:00:00,,,,7799,5.13,,, 
2019-05-25 00:00:00,,,,3960,2.35,,, 
2019-05-26 00:00:00,,,,2989,1.7,,, 
2019-05-27 00:00:00,,,,6087,3.69,,, 
2019-05-28 00:00:00,,,,6010,3.67,,, 
2019-05-29 00:00:00,,,,5144,3.1,,, 
2019-05-30 00:00:00,,,,842,0.558,,, 
2019-05-31 00:00:00,,,,4459,2.84,,, 
2019-06-01 00:00:00,,,,1306,0.82,,, 
2019-06-02 00:00:00,,,,728,0.472,,, 
2019-06-03 00:00:00,,,,5898,3.75,,, 
2019-06-04 00:00:00,,,,8069,5.13,,, 
